"study","group","trial","condition","Respembed","Respdelay","Respradius","HRembed","HRdelay","HRradius","HR_RR","HR_DET","HR_NRLINE","HR_maxL","HR_L","HR_ENTR","HR_LAM","HR_TT","Resp_RR","Resp_DET","Resp_NRLINE","Resp_maxL","Resp_L","Resp_ENTR","Resp_LAM","Resp_TT","pair"
"2","5","1","Synchronous",NA,NA,NA,NA,NA,NA,4.51189370245846,87.0636473767589,50483,15,3.70136481587861,1.68296305849946,90.6933184232597,3.96153376480645,15.7265974536614,97.4637611313399,131644,140,6.52890371000577,2.56696579494316,99.0021057835908,10.1904545136214,"Real"
"2","5","2","TurnTaking",2,49,0.745287154642566,NA,NA,NA,3.27941639279333,82.1095683167301,33944,15,3.7734503888758,1.69232077945123,86.1199789735503,4.23377769373799,11.7045723669193,96.5939130766008,136703,69,4.6375719625758,2.12322450413157,98.4934293223632,5.80128331688055,"Real"
"2","5","3","Conversation",2,7,0.378633559775181,NA,NA,NA,0.176590751563932,63.297619047619,1909,9,2.78522786799371,1.21837555063983,73.8095238095238,3.29787234042553,12.9885844195124,97.2519136374558,136561,74,5.18676635349771,2.28296653534153,98.8418631792126,6.3940206771592,"Real"
"2","6","1","TurnTaking",2,33,0.74036276248302,NA,NA,NA,0.172428255277068,69.9463545476713,2009,10,2.85564957690393,1.27671491134725,81.1631309436723,3.32351472790814,12.6547056188367,96.5779456963964,138762,70,4.93881610239115,2.211255636027,98.5745550681156,6.55049445609829,"Real"
"2","6","2","Conversation",3,41,0.680741675263421,NA,NA,NA,0.145224870452814,73.6103068905617,1747,14,2.9107040641099,1.29360366681409,88.9548349739432,5.04515599343186,15.3948765065741,95.7076463992141,160959,70,5.13299660161905,2.27108850123868,97.3104154503415,6.40131373400696,"Real"
"2","6","3","Synchronous",2,48,0.758545783208596,NA,NA,NA,1.20819608132509,79.5148857684745,13150,13,3.47513307984791,1.62044896560526,98.5157731725566,14.1474262868566,11.2472857411888,96.4460751280754,108536,79,5.60430640524803,2.35585847213555,97.6929772960425,7.54584088571009,"Real"
"2","7","1","Conversation",2,25,0.682423662906201,NA,NA,NA,0.609132979352967,88.0655737704918,4457,109,5.72515144716177,2.23102120907422,93.1803278688525,8.52779532533165,14.1157329996804,95.6843021544378,146999,66,5.15220511704161,2.27874176466165,98.7706072677059,8.28816775684587,"Real"
"2","7","2","Synchronous",NA,NA,NA,NA,NA,NA,1.86042561314306,94.5703760621949,11804,212,7.09005421890884,2.39317653909499,97.2123033809438,10.9201574003554,12.7538420493974,95.4859178759498,144529,70,4.72485798697839,2.15731982849971,97.9898260813634,7.75162878159394,"Real"
"2","7","3","TurnTaking",NA,NA,NA,NA,NA,NA,0.636840909181689,94.9361238569967,4384,123,6.55999087591241,2.36269871826638,97.4152444459116,9.74248927038627,10.60913175105,97.5046184310278,112154,66,5.17194215097098,2.28052378431736,99.4153629439619,12.3606704704579,"Real"
"2","8","1","TurnTaking",3,43,0.748650208352983,11,38,1.79819923247148,5.78923347210423,97.1315999709492,25689,290,10.412277628557,2.88201208710168,97.9671726341782,15.1887174867695,13.4297138935811,97.2362132682479,147493,59,4.96462882984278,2.21159763779431,99.0130945567491,7.49835577590281,"Real"
"2","8","2","Synchronous",NA,NA,NA,11,22,1.65233126055593,8.1634961268813,95.9947774761922,38992,256,9.5600379565039,2.83270922910103,97.2347405991996,13.5241233568538,13.8104769676771,92.4900440592346,158215,40,4.52709287994185,2.07992204469115,94.7046275109373,5.43834255290751,"Real"
"2","8","3","Conversation",3,46,0.704660822135904,10,49,1.99303367873744,5.57261548351914,97.9515308817094,16334,399,15.8960450593853,2.98049721394971,98.9957597066502,30.3825402338775,13.5241244464481,94.5507051446882,170207,45,4.21269395500773,1.98126742994808,97.7037139598209,6.098129264298,"Real"
"2","9","1","Synchronous",NA,NA,NA,NA,NA,NA,0.544677355032132,88.8224169207611,4547,109,5.06113921266769,2.09200209564276,91.8522521131653,6.08177868642985,15.200170345599,95.8146885390538,161273,42,5.06386685930069,2.2574883901885,98.9626181162872,8.99211121060936,"Real"
"2","9","2","Conversation",NA,NA,NA,NA,NA,NA,0.238187287526113,89.6469549867608,2045,68,4.96674816625917,2.12756571984237,92.5154457193292,5.91869000564653,12.7767937648375,95.1150744854135,159365,52,4.27603928089605,2.00236016088985,98.156882066972,6.11442085311353,"Real"
"2","9","3","TurnTaking",2,30,0.757641943317356,17,0,0.720540007700756,0.207220837876866,86.2026985898346,2159,28,3.93561834182492,1.83092917242828,91.4679922897433,4.96749311294766,12.5112707724616,95.4377387536348,157346,46,4.25529088759803,1.99702049700734,98.4410456696505,6.52220270474464,"Real"
"1","1","3","SelfPaced",3,47,0.690880741692224,20,12,2.73176422747921,0.210725485795429,0.396912899669239,9,2,2,0,1.49944873208379,2,13.6038609270845,24.7762405182675,42912,7,2.14876957494407,0.442706987187923,33.1516029266746,2.30084105700912,"Shuffle"
"1","2","3","SelfPaced",NA,NA,NA,NA,NA,NA,0.136541488160499,0.286327845382963,8,2,2,0,0.501073729420186,2,12.439446366782,23.4357383282172,66291,7,2.14787829418775,0.440925627650273,29.2470640518142,2.20054737519969,"Shuffle"
"1","3","1","SelfPaced",NA,NA,NA,NA,NA,NA,0.177975292685931,1.41369047619048,35,4,2.17142857142857,0.434599716881433,1.11607142857143,2,16.6752976893237,30.5228474699154,85699,8,2.20081914608105,0.542060341022188,42.1605245952577,2.31783483691881,"Shuffle"
"1","3","2","TurnTaking",2,9,0.758597911819789,NA,NA,NA,0.39284675211854,0.586739683160571,45,2,2,0,11.3110372253732,2.15260545905707,11.4150715742356,21.4256022708974,53806,6,2.12664015165595,0.395955248167848,24.9190168931697,2.18969346956908,"Shuffle"
"1","4","1","Synchronous",NA,NA,NA,NA,NA,NA,0.186985534089966,0.386100386100386,9,2,2,0,2.20935220935221,2.10204081632653,12.1504856423523,23.4908060293869,41669,6,2.1362883678514,0.416697773957887,30.9399277993582,2.1990171990172,"Shuffle"
"1","4","2","SelfPaced",2,35,0.728079430538684,10,47,2.16061800024925,0.493287093845677,1.56030182887837,61,2,2,0,5.422688323315,2.03846153846154,11.7741697896998,21.4250897687946,24857,6,2.12197771251559,0.385709184409041,24.3135327473313,2.15065392354125,"Shuffle"
"1","4","3","TurnTaking",2,24,0.725342163580532,NA,NA,NA,0.171371428596792,0.518000518000518,10,2,2,0,2.02020202020202,2,12.15437658633,22.8791291291291,37065,7,2.13773101308512,0.419802703492147,29.0295102795103,2.21038629817734,"Shuffle"
"2","10","1","Conversation",NA,NA,NA,NA,NA,NA,0.142029418757848,0.503256364712848,17,2,2,0,1.62818235642392,2,11.8845123892896,22.4234148391018,69911,10,2.13747478937506,0.419217495336354,28.205997764156,2.20618302602082,"Shuffle"
"2","10","2","TurnTaking",2,0,0.371680177381587,19,9,2.70322271152046,0.197907778002721,0.169959634586786,8,2,2,0,0.977267898874017,2,11.962694456492,22.5270162895294,70601,6,2.14035211965836,0.425317566541663,28.0909780724181,2.17699319523551,"Shuffle"
"2","10","3","Synchronous",15,9,2.57062091821039,NA,NA,NA,0.179176544711832,0.492784230904611,21,2,2,0,0.586647893934061,2,13.4363301223521,25.1579439153102,87908,7,2.15620876370751,0.457809920427695,33.9007368946368,2.27500178138806,"Shuffle"
"2","5","1","Synchronous",NA,NA,NA,NA,NA,NA,1.80603986620307,3.10793979676169,1326,3,2.01357466063348,0.0718470429022517,11.7985310037365,2.03370786516854,15.3444076995069,28.2549574280647,111611,9,2.17821720081354,0.500567954498078,38.5347490661603,2.37193281158342,"Shuffle"
"2","5","2","TurnTaking",2,49,0.745287154642566,NA,NA,NA,1.90888295628054,4.21360998226892,1891,4,2.02326811210999,0.111028164355701,18.8995715906212,2.0979217603912,11.639818925767,21.9062838022105,67075,6,2.13165859112933,0.406860210063267,28.1136336476205,2.19839938659127,"Shuffle"
"2","5","3","Conversation",2,7,0.378633559775181,NA,NA,NA,0.238838991490218,0.563330692720711,32,2,2,0,1.2674940586216,2,12.0391288406227,22.6492960145759,71513,7,2.13810076489589,0.420603345412651,25.0284038306287,2.18377449206431,"Shuffle"
"2","6","1","TurnTaking",2,33,0.74036276248302,NA,NA,NA,0.104209566131239,0.121040952188824,3,2,2,0,1.00867460157353,2,12.1606463146001,22.5718178205277,71937,8,2.13960826834591,0.42377983626768,26.8504573257916,2.18738650482653,"Shuffle"
"2","6","2","Conversation",3,41,0.680741675263421,NA,NA,NA,0.0446732556039709,0.0941176470588235,1,2,2,0,0.705882352941177,2.14285714285714,14.4283899344869,26.4992380055398,99154,7,2.16224257216048,0.469777303642499,35.5507186726341,2.29862542955326,"Shuffle"
"2","6","3","Synchronous",2,48,0.758545783208596,NA,NA,NA,0.235895812297486,0.267355850637198,15,2,2,0,3.17262276089475,2,11.1822469640248,21.4077022690882,63180,9,2.12462804685027,0.391509615527911,24.4521845635657,2.17237421896031,"Shuffle"
"2","7","1","Conversation",2,25,0.682423662906201,NA,NA,NA,0.184116881213918,0.205526375884905,9,2,2,0,0.707924183603562,2,14.0514432295471,25.5364730608536,93361,9,2.1551611486595,0.455679548200299,35.6510272564359,2.25474583209587,"Shuffle"
"2","7","2","Synchronous",NA,NA,NA,NA,NA,NA,0.301192344959101,0.809660082361974,58,2,2,0,2.03113003420116,2.00689655172414,12.23461967563,22.7315329707731,72907,7,2.13901271482848,0.422540024702909,33.4098101150504,2.31067090075105,"Shuffle"
"2","7","3","TurnTaking",NA,NA,NA,NA,NA,NA,0.0297891779721537,NA,0,0,0,NA,0,0,9.45728377237034,17.8874620504988,45126,6,2.10209192040066,0.340072791948826,29.6896155079105,2.21843825734092,"Shuffle"
"2","8","1","TurnTaking",3,43,0.748650208352983,11,38,1.79819923247148,0.528931346351015,1.25198728139905,157,3,2.00636942675159,0.0385544860430356,1.22019077901431,2.00653594771242,11.8582079757122,22.6985893464072,70710,6,2.13452128411823,0.413010404569213,27.3994646133486,2.19601272841232,"Shuffle"
"2","8","2","Synchronous",NA,NA,NA,11,22,1.65233126055593,0.980709352435407,2.2422293676313,522,3,2.00383141762452,0.0251440699125892,7.59485530546624,2.01421262080728,13.1978070500822,25.0610425953677,85932,7,2.15828794861053,0.461967691015368,33.1627158448606,2.25286860416016,"Shuffle"
"2","8","3","Conversation",3,46,0.704660822135904,10,49,1.99303367873744,0.273631574090016,0.476336816226183,31,2,2,0,1.27535341118623,2,13.2478300196311,24.8572413180375,85513,8,2.15937927566569,0.464124656770446,33.168071593378,2.2777890766557,"Shuffle"
"2","9","1","Synchronous",NA,NA,NA,NA,NA,NA,0.234256041032963,0.412815220317688,23,2,2,0,1.01408956295432,2.01785714285714,13.9124667583546,25.3898383732988,91609,7,2.16216747262823,0.469636514824658,32.0150077358803,2.26672414575487,"Shuffle"
"2","9","2","Conversation",NA,NA,NA,NA,NA,NA,0.145329983995412,0.202516996962245,7,2,2,0,0.998119485028208,2.02941176470588,12.277491411386,23.0784761733224,74269,7,2.13930442041767,0.423139275358481,28.5795212731189,2.24781794086734,"Shuffle"
"2","9","3","TurnTaking",2,30,0.757641943317356,17,0,0.720540007700756,0.162904968317727,0.309717382888115,12,2,2,0,1.78087495160666,2,11.7280590873813,22.1390969554864,68176,7,2.13559023703356,0.415292327814277,27.4581003038127,2.23432608668754,"Shuffle"
